tweet,sentiment_label
b'Rep. Eric Swalwell, an outspoken critic of President Trump, officially entered the 2020 White House race during his\xe2\x80\xa6 https://t.co/fug03hMbl4',Neutral
b"This guy's the most anti-2A candidate I've seen in my lifetime. Constitutional oaths mean nothing to people like hi\xe2\x80\xa6 https://t.co/1TO3in3LtC",Positive
b'Rep. Eric Swalwell, a California\xc2\xa0Democrat, is running for president\nhttps://t.co/ZDitdb85rD #ericswalwell\xe2\x80\xa6 https://t.co/1nLft7zyOf',Neutral
b'RT @a35362: 6:54 Rep. Eric Swalwell Is A Presidential Candidate\nhttps://t.co/MJDia2lB4p #LSSC #ericswalwell #2020election https://t.co/TDcJ\xe2\x80\xa6',Neutral
b'6:54 Rep. Eric Swalwell Is A Presidential Candidate\nhttps://t.co/MJDia2lB4p #LSSC #ericswalwell #2020election https://t.co/TDcJ1LRYkP',Neutral
b"Update #2020Election\nEric Swalwell\nTim Ryan\nMike Gravel\nBeto O'Rourke\nJay Inslee\nJohn Hickenlooper\nBernie Sanders\nA\xe2\x80\xa6 https://t.co/zsgWsnaYWJ",Neutral
b'Rep. Eric Swalwell Wades into an Already-Crowded 2020 Field https://t.co/GQwmJhaLKM #ericswalwell #guncontrol\xe2\x80\xa6 https://t.co/apq1sXDDxO',Neutral
b"Jon Miller: 'Russia conspiracy robot' Eric Swalwell wants to be president - TheBlaze\n\n#2020Election\xe2\x80\xa6 https://t.co/fePeoBbpfX",Positive
b'6:54 Rep. Eric Swalwell Is A Presidential Candidate\nhttps://t.co/MJDia2lB4p #LSSC #ericswalwell #2020election https://t.co/4ovnGtc0qw',Neutral
b'I would love to see the following (declared) Dem candidates debate Donald Trump:\n\nEric Swalwell\nElizabeth Warren\nKa\xe2\x80\xa6 https://t.co/nHwcH0TTCs',Positive
b"GaySayHello RT: Eric Swalwell is the latest to join the race - he's young, progressive, and focusing on gun control\xe2\x80\xa6 https://t.co/ZmZtVPBAnQ",Positive
b"Eric Swalwell is the latest to join the race - he's young, progressive, and focusing on gun control #2020Election\n\nhttps://t.co/QrIRDvpEL7",Positive
b'Rep. Eric Swalwell joins the 2020 presidential race. \n\n#2020Election #2020PresidentialElection #EricSwalwell \n\nRead\xe2\x80\xa6 https://t.co/sIvETSXG8b',Neutral
b'RT @a35362: Representative Eric Swalwell of California is running for president on gun safety, partnering with a Parkland student, writes E\xe2\x80\xa6',Neutral
b'https://t.co/qOrYmrnDJw\n\nRep. Eric Swalwell joins the 2020 presidential race. \n\n#2020Election #2020PresidentialElection #EricSwalwell',Neutral
b'He wants to nuke gun owners.\n\nCommiefornia Democrat, Russian Hoaxer Eric Swalwell Enters Democrat Race for President https://t.co/MNHgMjsKJ4',Positive
b'California Rep. Eric Swalwell has become the latest Democrat to enter the #2020Election as a Presidential candidate\xe2\x80\xa6 https://t.co/2Ioros8fkS',Positive
b'RT @a35362: Rep. Eric Swalwell, a California\xc2\xa0Democrat, is running for president\nhttps://t.co/ZDitdb85rD #ericswalwell #2020election https:/\xe2\x80\xa6',Neutral
b'Rep. Eric Swalwell, a California\xc2\xa0Democrat, is running for president\nhttps://t.co/ZDitdb85rD #ericswalwell\xe2\x80\xa6 https://t.co/hQFcV2q2op',Neutral
b'This is why you never fall in love with the first cowboy in the saloon.\n#EricSwalwell \n#2020Election\n https://t.co/fwDIbVZdds',Positive
b'RT @a35362: Representative Eric Swalwell of California is running for president on gun safety, partnering with a Parkland student, writes E\xe2\x80\xa6',Neutral
b'RT @a35362: Representative Eric Swalwell of California is running for president on gun safety, partnering with a Parkland student, writes E\xe2\x80\xa6',Neutral
b'Representative Eric Swalwell of California is running for president on gun safety, partnering with a Parkland stude\xe2\x80\xa6 https://t.co/W40vLJGT7U',Neutral
b'Eric Swalwell becomes 18th Democratic candidate in #2020Election https://t.co/Z7ue4uSwYW',Neutral
b'#Representative #EricSwalwell joins #Democratic #2020Presidential fray https://t.co/JaIBm3ZdKl via @msnbc #News\xe2\x80\xa6 https://t.co/6rSjj40gH2',Neutral
b'Swalwell is a long-shot candidate whose bid may leave you scratching your head, but he has a history of going it al\xe2\x80\xa6 https://t.co/VHDP20PjRo',Negative
b'"U.S. Representative Eric Swalwell said on Monday he would seek the Democratic nomination for president, joining a\xe2\x80\xa6 https://t.co/pgh1eUVWE8',Neutral
b'Tim Ryan and Eric Swalwell have announced their candidacy for President. I agree with Rep. Ryan on foreign policy b\xe2\x80\xa6 https://t.co/eHsYZT3Yap',Negative
b'#2020Election  Eric Swalwell #Swalwell2020 https://t.co/QvNgZ95Ukx',Neutral
b'RT @SisiLiliDidi: @RepSwalwell throws his hat in the ring for presidential race.  does he have 80 policies as  #yang2020 does? how are his\xe2\x80\xa6',Neutral
